run_id,case_id,inj_mode,inject_at_s,inj_len_s,injection_start_ts,injection_end_ts,run_start_ts,fio_start_ts,fio_end_ts,fio_wall_s,io_kbytes,bw_kib_s,iops,runtime_s,clat_mean_s,clat_max_s,clat_p50_s,clat_p95_s,clat_p99_s,clat_p999_s,ecnnreset_-104,vhci_reset,setaddress,fat_not_unmounted,usb_disconnect,usb_connect_newdev,usbip_error,clat_max_minus_inj_s
20260114_212015,rand_write_4k_qd1__link_down_5s__default,link_down,30.0,5.0,2026-01-14T21:20:46+00:00,2026-01-14T21:20:51+00:00,2026-01-14T21:20:15+00:00,2026-01-14T21:20:16+00:00,2026-01-14T21:22:17+00:00,121.0,116,0,0.24058,120.541,4.15658685548276,10.590099653,4.143972352,4.52984832,10.536091648,10.536091648,0,0,1,1,0,2,0,5.590099652999999
20260114_212603,rand_write_4k_qd1__route_blackhole_5s__default,route_blackhole,30.0,5.0,2026-01-14T21:26:39+00:00,2026-01-14T21:26:44+00:00,2026-01-14T21:26:03+00:00,2026-01-14T21:26:09+00:00,2026-01-14T21:28:10+00:00,121.0,144,1,0.298127,120.753,3.354251269944445,5.840549674,4.076863488,4.244635648,5.8720256,5.8720256,0,0,1,2,0,2,0,0.840549674
20260114_213032,rand_write_4k_qd1__route_blackhole_30s__default,route_blackhole,30.0,30.0,2026-01-14T21:31:08+00:00,2026-01-14T21:31:38+00:00,2026-01-14T21:30:32+00:00,2026-01-14T21:30:38+00:00,2026-01-14T21:32:41+00:00,123.0,32,0,0.06493,123.209,15.401111689,94.390617213,4.076863488,17.11276032,17.11276032,17.11276032,0,4,5,3,0,2,0,64.390617213
20260114_213749,rand_write_4k_qd1__route_blackhole_60s__default,route_blackhole,30.0,60.0,2026-01-14T21:38:24+00:00,2026-01-14T21:39:24+00:00,2026-01-14T21:37:49+00:00,2026-01-14T21:37:54+00:00,2026-01-14T21:40:52+00:00,178.0,32,0,0.045073,177.488,22.18608121275,148.555671406,4.076863488,17.11276032,17.11276032,17.11276032,0,8,9,4,0,2,0,88.55567140599999
