procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  2      0 2637992  38512 775796    0    0     0     0 1270  812  0  1  0 99  0  0
 0  1      0 2637992  38512 775800    0    0     0     4 1266  415  0  1 46 53  0  0
 0  1      0 2637992  38512 775804    0    0     0     0 1186  317  1  1 49 50  0  0
 0  2      0 2637992  38512 775808    0    0     0     0 1180  766  0  1 49 51  0  0
 0  2      0 2637992  38512 775812    0    0     0     0 1245  804  0  1 49 50  0  0
 0  1      0 2637992  38520 775816    0    0     0    20 1272  363  0  1 49 50  0  0
 0  1      0 2637992  38520 775820    0    0     0     0 1195  307  1  1 48 51  0  0
 0  2      0 2637992  38520 775824    0    0     0     0 1175  774  0  1  2 98  0  0
 0  2      0 2637992  38520 775832    0    0     0     0 1249  831  1  1  0 98  0  0
 1  1      0 2637992  38520 775832    0    0     0     4 1251  390  0  1 45 54  0  0
 0  2      0 2637992  38528 775836    0    0     0   305 1321  414  0  2 11 87  0  0
 0  3      0 2637992  38528 775840    0    0     0     0 1192  304  1  1  0 99  0  0
 0  3      0 2637992  38528 775844    0    0     0     0 1194  308  0  1  0 99  0  0
 0  3      0 2637992  38528 775848    0    0     0     0 1236  308  0  1  0 99  0  0
 0  3      0 2637992  38528 775852    0    0     0     0 1250  310  0  1  0 99  0  0
 0  3      0 2637992  38536 775852    0    0     0    40 1240  307  1  1  0 99  0  0
 0  3      0 2637992  38536 775864    0    0     0     0 1222  330  0  1  0 99  0  0
 0  3      0 2637992  38536 775868    0    0     0     0 1176  296  0  1  0 99  0  0
 0  3      0 2637992  38536 775872    0    0     0     0 1293  487  1  1  0 98  0  0
 0  3      0 2637992  38536 775872    0    0     0     0 1262  293  1  0  0 99  0  0
 0  4      0 2637992  38544 775868    0    0     0    16 1267  317  0  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  3      0 2637992  38544 775892    0    0     0     0 1228  324  0  1  0 99  0  0
 0  3      0 2637992  38544 775900    0    0     0     0 1197  330  1  1  0 99  0  0
 0  3      0 2637992  38544 775908    0    0     0     0 1189  294  0  0  0 100  0  0
 0  3      0 2637992  38544 775912    0    0     0     0 1243  312  1  1  0 99  0  0
 0  4      0 2637992  38552 775916    0    0     0    16 1303  313  0  1  0 99  0  0
 0  3      0 2637992  38552 775920    0    0     0     0 1286  330  0  1  0 99  0  0
 0  3      0 2637992  38552 775924    0    0     0     0 1197  303  1  0  0 99  0  0
 0  3      0 2637992  38552 775928    0    0     0     0 1240  332  1  1  0 99  0  0
 0  3      0 2637992  38552 775928    0    0     0     0 1204  305  1  1  0 99  0  0
 0  4      0 2637992  38560 775936    0    0     0    16 1266  321  0  1  0 99  0  0
 0  3      0 2637992  38560 775940    0    0     0     0 1252  318  0  1  0 99  0  0
 0  3      0 2637992  38560 775944    0    0     0     0 1251  311  1  1  0 99  0  0
 0  3      0 2637992  38560 775948    0    0     0     0 1258  297  0  1  0 99  0  0
 0  3      0 2637992  38560 775952    0    0     0     0 1208  297  1  1  0 99  0  0
 0  3      0 2637992  38568 775956    0    0     0    16 1213  323  0  1  0 99  0  0
 0  3      0 2637992  38568 775960    0    0     0     0 1205  301  0  1  0 99  0  0
 0  3      0 2637992  38568 775968    0    0     0     0 1191  301  0  1  0 99  0  0
 0  3      0 2637992  38568 775972    0    0     0     0 1225  353  1  2  0 98  0  0
 1  3      0 2637992  38568 775972    0    0     0     0 1294  354  0  1  0 99  0  0
 0  3      0 2637740  38568 775976    0    0     0     0 1259  397  1  1  0 98  0  0
 0  3      0 2637740  38576 775968    0    0     0    24 1242  332  1  1  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  3      0 2637740  38576 775972    0    0     0   148 1195  309  0  1  0 99  0  0
 0  3      0 2637740  38576 775976    0    0     0     0 1200  300  0  1  0 99  0  0
 0  3      0 2637740  38576 775980    0    0     0     0 1208  305  0  1  0 99  0  0
 0  3      0 2637740  38576 775988    0    0     0     0 1275  310  1  1  0 99  0  0
 0  3      0 2637740  38584 775992    0    0     0    64 1245  310  0  1  0 99  0  0
 0  3      0 2637740  38584 775996    0    0     0     0 1238  297  0  1  0 99  0  0
 0  3      0 2637740  38584 775996    0    0     0     0 1250  335  1  1  0 99  0  0
 0  3      0 2637740  38584 776000    0    0     0     0 1190  294  1  1  0 99  0  0
 0  3      0 2637740  38584 776004    0    0     0     0 1233  326  0  1  0 99  0  0
 0  4      0 2637740  38592 776016    0    0     0    20 1214  317  0  1  0 99  0  0
 0  3      0 2637740  38592 776024    0    0     0     0 1203  306  0  1  0 99  0  0
 0  3      0 2637740  38592 776028    0    0     0     0 1195  301  0  1  0 99  0  0
 0  3      0 2637740  38592 776032    0    0     0     0 1233  300  0  1  0 99  0  0
 0  3      0 2637740  38592 776036    0    0     0     0 1284  310  0  1  0 99  0  0
 0  4      0 2637740  38600 776032    0    0     0    16 1218  304  1  1  0 99  0  0
 0  3      0 2637740  38600 776044    0    0     0     0 1197  311  0  1  0 99  0  0
 0  3      0 2637740  38600 776044    0    0     0     0 1231  356  1  1  0 98  0  0
 0  3      0 2637740  38600 776052    0    0     0     0 1199  308  1  0  0 99  0  0
 0  3      0 2637740  38600 776056    0    0     0     0 1219  312  0  1  0 99  0  0
 0  4      0 2637740  38608 776072    0    0     0    16 1260  377  1  1  0 99  0  0
 0  3      0 2637740  38608 776076    0    0     0     0 1225  311  0  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  3      0 2637740  38608 776080    0    0     0     0 1190  315  0  1  0 99  0  0
 0  3      0 2637740  38608 776084    0    0     0     0 1216  306  0  1  0 99  0  0
 0  3      0 2637740  38608 776088    0    0     0     0 1210  324  1  1  0 99  0  0
 0  3      0 2637740  38608 776100    0    0     0     0 1287  403  0  1  0 99  0  0
 0  3      0 2637740  38616 776104    0    0     0    36 1332  318  0  1  0 99  0  0
 0  3      0 2637740  38616 776104    0    0     0     0 1242  322  1  1  0 98  0  0
 0  3      0 2637740  38616 776108    0    0     0     0 1225  310  1  1  0 99  0  0
 0  3      0 2637740  38616 776112    0    0     0     0 1187  291  0  1  0 99  0  0
 0  3      0 2637740  38616 776116    0    0     0     0 1202  308  1  1  0 99  0  0
 0  3      0 2637740  38624 776120    0    0     0    44 1209  331  0  1  0 99  0  0
 0  3      0 2637740  38624 776124    0    0     0     0 1214  293  0  1  0 99  0  0
 0  3      0 2637740  38624 776132    0    0     0     0 1243  308  0  1  0 99  0  0
 0  3      0 2637740  38624 776136    0    0     0     0 1255  294  1  1  0 99  0  0
 0  3      0 2637740  38624 776140    0    0     0     0 1258  321  0  1  0 99  0  0
 0  3      0 2637740  38632 776136    0    0     0   164 1341  481  0  1  0 99  0  0
 0  3      0 2637740  38632 776144    0    0     0     0 1242  381  1  1  0 98  0  0
 0  3      0 2637740  38632 776148    0    0     0     0 1215  306  1  1  0 99  0  0
 0  3      0 2637740  38632 776152    0    0     0     0 1257  308  0  1  0 99  0  0
 0  3      0 2637740  38632 776152    0    0     0     0 1234  321  0  1  0 99  0  0
 0  4      0 2637740  38640 776156    0    0     0    52 1256  313  0  1  0 99  0  0
 0  3      0 2637740  38640 776160    0    0     0     0 1232  307  1  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  3      0 2637740  38640 776164    0    0     0     0 1213  307  0  1  0 99  0  0
 0  3      0 2637740  38640 776168    0    0     0     0 1180  303  0  1  0 99  0  0
 0  3      0 2637740  38640 776172    0    0     0     0 1244  324  1  1  0 99  0  0
 0  4      0 2637740  38648 776168    0    0     0    16 1283  306  0  1  0 99  0  0
 0  3      0 2637740  38648 776168    0    0     0     0 1297  330  1  1  0 98  0  0
 0  3      0 2637800  38648 776184    0    0     0     0 1242  304  0  1  0 99  0  0
 0  3      0 2637800  38648 776188    0    0     0     0 1289  308  0  1  0 99  0  0
 0  3      0 2637800  38648 776192    0    0     0     0 1250  309  1  1  0 99  0  0
 0  4      0 2637800  38656 776188    0    0     0    16 1233  308  0  1  0 99  0  0
 0  3      0 2637800  38656 776200    0    0     0     0 1233  310  0  1  0 99  0  0
 0  3      0 2637800  38656 776204    0    0     0     0 1189  305  0  1  0 99  0  0
 0  3      0 2637800  38656 776212    0    0     0     0 1233  300  0  1  0 99  0  0
 0  3      0 2637800  38656 776216    0    0     0   116 1327  451  0  1  0 99  0  0
 0  3      0 2637800  38656 776220    0    0     0     0 1207  300  0  1  0 99  0  0
 0  3      0 2637800  38664 776220    0    0     0    40 1333  485  1  1  0 98  0  0
 0  3      0 2637800  38664 776224    0    0     0     0 1234  292  1  1  0 99  0  0
 0  3      0 2637800  38664 776228    0    0     0     0 1299  316  0  1  0 99  0  0
 0  3      0 2637800  38664 776240    0    0     0     0 1254  324  0  1  0 99  0  0
 0  3      0 2637800  38664 776244    0    0     0     0 1293  353  0  1  0 99  0  0
