procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  2      0 2665208  37768 774904    0    0     0     0 1184  527  0  1 49 50  0  0
 1  2      0 2665208  37768 774912    0    0     0     0 1189  790  1  1 49 50  0  0
 0  1      0 2665208  37768 774920    0    0     0     4 1207  626  0  1 49 51  0  0
 0  1      0 2665208  37768 774920    0    0     0     0 1186  302  0  0 49 51  0  0
 0  2      0 2665208  37776 774928    0    0     0    20 1251  502  1  1 30 68  0  0
 0  2      0 2665208  37776 774932    0    0     0     0 1186  794  0  0  0 100  0  0
 0  1      0 2665208  37776 774932    0    0     0     4 1338  689  1  1 21 78  0  0
 0  1      0 2665208  37776 774940    0    0     0     0 1207  313  1  1 49 50  0  0
 0  2      0 2664956  37776 774940    0    0     0     0 1197  518  0  1 49 50  0  0
 0  2      0 2664956  37784 774932    0    0     0    24 1267  860  0  1 49 50  0  0
 0  1      0 2664956  37784 774932    0    0     0     4 1255  685  1  1 49 50  0  0
 0  1      0 2664956  37784 774956    0    0     0     0 1230  304  0  1 49 50  0  0
 0  2      0 2664956  37784 774960    0    0     0     0 1199  445  0  1 49 50  0  0
 0  2      0 2664956  37784 774964    0    0     0     0 1214  801  1  1 49 50  0  0
 0  1      0 2664956  37792 774968    0    0     0    24 1267  814  0  1 49 50  0  0
 0  1      0 2664956  37792 774972    0    0     0     0 1217  340  1  1 49 50  0  0
 0  2      0 2664956  37792 774980    0    0     0     0 1191  319  0  1 47 52  0  0
 0  2      0 2664956  37792 774984    0    0     0     0 1228  797  0  1  0 99  0  0
 0  1      0 2664956  37792 774984    0    0     0     8 1260  828  1  1  4 95  0  0
 0  1      0 2664956  37800 774988    0    0     0    20 1224  330  0  1 49 50  0  0
 0  2      0 2664956  37800 774992    0    0     0   144 1226  341  0  0 49 51  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  2      0 2664956  37800 774996    0    0     0     0 1202  789  1  1 49 50  0  0
 0  2      0 2664956  37800 775000    0    0     0     0 1193  796  0  1 49 50  0  0
 0  1      0 2665020  37800 775004    0    0     0     4 1237  361  0  1 49 50  0  0
 0  1      0 2665020  37808 775012    0    0     0    84 1239  336  1  1 49 50  0  0
 0  2      0 2665020  37808 775016    0    0     0     8 1297  902  0  1  5 94  0  0
 0  2      0 2665020  37808 775020    0    0     0     0 1233  855  1  1  0 98  0  0
 0  1      0 2665020  37808 775020    0    0     0     8 1238  416  0  1 45 55  0  0
 0  1      0 2665020  37808 775024    0    0     0     0 1211  310  1  1 49 50  0  0
 0  2      0 2665020  37816 775028    0    0     0    20 1290  780  0  1  6 93  0  0
 0  2      0 2665020  37816 775032    0    0     0     0 1196  804  0  1  0 99  0  0
 0  1      0 2665020  37816 775040    0    0     0     4 1250  446  1  1 38 60  0  0
 0  1      0 2665020  37816 775044    0    0     0     0 1234  310  0  1 49 50  0  0
 0  2      0 2665020  37816 775048    0    0     0     0 1181  692  1  1 49 50  0  0
 0  2      0 2665020  37824 775052    0    0     0    20 1255  832  0  1 49 50  0  0
 0  1      0 2665020  37824 775056    0    0     0     4 1318  537  1  1 49 50  0  0
 0  1      0 2665020  37824 775060    0    0     0     0 1244  316  1  1 49 50  0  0
 1  2      0 2665020  37824 775060    0    0     0     0 1242  619  0  1 19 81  0  0
 1  3      0 2665020  37832 775056    0    0     0    20 1197  791  0  1  0 99  0  0
 1  1      0 2665020  37832 775072    0    0     0     4 1260  507  0  1 34 65  0  0
 1  1      0 2665020  37832 775076    0    0     0     0 1272  298  1  1 49 50  0  0
 1  2      0 2665020  37832 775080    0    0     0     0 1264  641  0  1 49 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  2      0 2665020  37832 775084    0    0     0     0 1294  811  0  1 49 50  0  0
 1  2      0 2665020  37840 775088    0    0     0    28 1224  537  1  1 49 50  0  0
 0  1      0 2665020  37840 775092    0    0     0     0 1193  310  0  1 49 50  0  0
 0  2      0 2665020  37840 775104    0    0     0     0 1179  612  0  1 49 51  0  0
 0  2      0 2665020  37840 775108    0    0     0     0 1307  853  1  1 49 50  0  0
 0  1      0 2665020  37840 775108    0    0     0     4 1241  587  0  1 49 50  0  0
 0  2      0 2665020  37848 775104    0    0     0    20 1208  314  1  1 49 50  0  0
 0  2      0 2665020  37848 775116    0    0     0     0 1269  586  0  1 49 50  0  0
 0  2      0 2665020  37848 775120    0    0     0     0 1256  799  1  1 49 50  0  0
 0  1      0 2665020  37848 775124    0    0     0   148 1241  596  0  1 49 51  0  0
 0  1      0 2665020  37848 775128    0    0     0     0 1260  311  0  1 49 50  0  0
 0  3      0 2665020  37856 775136    0    0     0    32 1263  552  0  1 49 50  0  0
 0  2      0 2665020  37856 775140    0    0     0     0 1254  802  0  0 49 51  0  0
 0  1      0 2665020  37856 775144    0    0     0     4 1296  620  1  1 48 50  0  0
 0  1      0 2665020  37856 775148    0    0     0     0 1237  294  0  1 49 50  0  0
 0  2      0 2665020  37856 775148    0    0     0     0 1224  320  1  1 49 50  0  0
 0  2      0 2665020  37856 775152    0    0     0     0 1191  302  0  1 49 51  0  0
 0  1      0 2665020  37864 775156    0    0     0    60 1322  439  0  1 49 50  0  0
 0  1      0 2665020  37864 775164    0    0     0     0 1192  292  1  1 49 50  0  0
 0  2      0 2665020  37864 775168    0    0     0     0 1265  482  0  1 31 68  0  0
 0  2      0 2665020  37864 775172    0    0     0     0 1249  790  0  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  1      0 2665020  37864 775176    0    0     0     4 1273  765  1  1  9 90  0  0
 0  1      0 2665020  37872 775172    0    0     0    20 1268  312  0  1 47 53  0  0
 2  2      0 2665020  37872 775184    0    0     0     0 1239  402  1  1 49 50  0  0
 0  2      0 2665020  37872 775188    0    0     0     0 1218  839  1  1 49 50  0  0
 0  1      0 2665020  37872 775188    0    0     0     4 1235  830  0  1 49 51  0  0
 0  1      0 2665020  37872 775196    0    0     0     0 1223  299  0  1 51 49  0  0
 0  1      0 2665020  37880 775200    0    0     0    20 1334  399  0  1 49 50  0  0
 0  2      0 2665020  37880 775204    0    0     0     0 1194  797  0  1  1 98  0  0
 0  1      0 2665020  37880 775208    0    0     0     4 1292  813  0  1  3 97  0  0
 0  1      0 2665020  37880 775212    0    0     0     0 1297  305  1  1 49 50  0  0
 0  2      0 2665020  37880 775216    0    0     0     0 1254  322  0  1 49 50  0  0
 0  3      0 2665020  37888 775212    0    0     0    20 1246  807  0  1 49 51  0  0
 0  1      0 2665020  37888 775220    0    0     0     8 1321  876  1  1 48 50  0  0
 0  1      0 2665020  37888 775232    0    0     0     0 1250  298  0  1 49 50  0  0
 0  1      0 2665020  37888 775232    0    0     0     0 1233  303  0  1 49 50  0  0
 0  2      0 2665020  37888 775236    0    0     0     0 1261  795  0  1 49 51  0  0
 1  1      0 2665020  37896 773032    0    0     0    24 1334  882  1  2 49 49  0  0
